codine,Total Población,Españoles,Total Extranjeros,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
03083,6861,6388,473,195,115,21,4,9,25,0,0,45,23,80,11,20,150,25,121,1,3,105,21,4,7,19,4,6,20,3,1,0,5,4,20,10,5,3
03084,584,551,33,29,9,1,0,5,0,0,0,18,2,20,0,0,1,0,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
03085,883,349,534,519,218,39,0,7,4,2,0,293,7,301,2,0,4,0,4,0,0,11,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
03086,242,183,59,59,9,2,0,0,1,0,0,47,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03088,8500,7611,889,354,220,8,4,27,33,11,2,88,96,134,23,5,250,168,74,0,7,257,4,51,15,44,4,1,76,9,1,10,10,5,28,23,3,0
03089,12188,11315,873,491,208,20,10,13,29,46,1,252,24,283,3,19,100,16,79,0,0,241,14,42,6,52,15,3,72,3,10,6,1,2,38,10,13,3
03090,25679,22930,2749,1656,1113,71,46,252,222,49,23,288,130,543,73,118,395,206,177,1,3,592,107,7,51,133,14,4,35,57,17,9,14,110,100,47,9,6
03091,549,290,259,244,72,8,15,6,0,0,0,168,0,172,0,0,0,0,0,0,0,15,0,2,0,11,0,0,1,0,0,0,0,0,0,0,0,0
03092,9326,8308,1018,254,151,6,57,11,6,3,5,93,21,103,2,4,677,5,639,0,11,57,6,4,6,11,7,1,6,2,6,0,1,3,28,8,9,2
03093,25611,23610,2001,853,719,6,36,21,27,43,22,42,535,134,31,46,573,395,162,2,5,498,17,36,17,73,17,11,233,14,14,6,5,27,75,41,13,2
03094,18108,12738,5370,4330,2559,417,122,178,185,64,34,1093,326,1771,242,100,374,178,124,0,64,504,105,12,29,85,36,10,93,13,21,8,15,35,160,72,26,2
03095,7080,5924,1156,563,371,61,28,26,38,5,5,91,141,192,27,51,236,16,209,0,9,305,22,15,22,118,10,6,19,6,1,5,14,51,51,39,3,1
03096,7569,6966,603,286,214,5,16,17,27,1,1,53,112,72,7,8,154,0,154,0,0,151,29,13,5,24,7,1,12,3,8,4,26,18,12,3,4,0
03097,2233,1261,972,902,249,83,17,19,10,8,0,629,26,653,3,1,34,0,30,1,0,22,1,0,0,1,0,1,6,0,1,0,1,2,12,5,0,2
03098,787,655,132,109,48,6,0,10,3,0,1,55,6,61,3,0,12,0,11,0,0,9,0,0,1,6,0,0,0,0,0,0,0,1,2,0,0,0
03099,78940,52540,26400,19872,6850,650,950,220,285,355,92,10025,873,13022,1305,743,3478,809,2227,57,33,1939,127,262,101,514,60,26,333,43,39,39,75,118,1098,482,115,13
03100,983,578,405,375,130,15,2,26,8,2,0,235,4,245,5,0,6,0,6,0,0,23,2,0,1,14,1,1,0,0,0,1,0,1,1,0,0,0
03101,8006,6050,1956,1432,757,236,2,68,57,18,10,551,60,675,36,31,189,22,159,0,4,285,47,2,16,91,10,14,22,0,17,6,20,17,40,15,18,10
03102,10240,8567,1673,1333,670,165,66,56,34,22,4,505,134,663,18,50,175,3,168,1,2,124,8,6,7,22,7,12,16,0,0,3,5,26,41,21,7,0
03103,275,253,22,15,9,2,0,0,0,0,0,6,3,6,0,0,2,0,0,0,1,5,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
03104,34009,33063,946,338,198,23,11,11,48,12,9,55,58,140,12,26,137,49,67,0,11,370,39,8,10,189,19,2,14,16,4,7,5,35,98,69,16,3
03105,8142,6760,1382,992,275,21,19,11,20,17,2,651,59,717,3,51,201,22,172,0,2,143,7,12,3,18,5,0,38,3,1,14,8,7,46,14,25,0
03106,693,608,85,79,34,3,5,3,0,0,1,41,11,45,0,0,1,0,1,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
03107,5069,3622,1447,1089,574,42,37,60,42,15,10,324,91,515,76,33,168,36,109,0,21,163,21,13,6,32,12,5,38,3,2,2,5,5,22,0,12,5
03109,4597,3805,792,153,99,2,8,1,7,8,14,24,41,54,1,17,534,12,521,0,0,105,12,2,1,29,8,1,47,0,0,1,1,2,0,0,0,0
03110,670,402,268,248,79,23,1,21,3,7,0,140,4,169,8,3,0,0,0,0,0,19,1,0,2,11,0,0,1,0,0,1,0,2,1,0,0,0
03111,8058,6962,1096,178,142,1,32,14,11,22,2,12,34,36,8,13,666,182,481,0,1,209,5,59,2,61,7,0,20,4,6,4,6,24,39,18,21,4
03112,1173,750,423,400,165,3,1,10,0,3,0,218,40,235,2,11,4,2,2,0,0,18,4,0,3,4,1,1,0,0,0,0,0,0,1,0,0,0
03113,15978,5337,10641,9377,2465,505,81,130,68,41,11,5511,55,6912,418,81,657,30,615,5,4,249,26,8,14,51,10,6,76,2,5,4,6,9,352,131,9,6
03114,2542,1927,615,531,240,11,3,18,5,16,0,284,12,291,5,2,13,3,10,0,0,69,2,0,1,14,1,0,30,5,2,1,1,0,2,0,1,0
03115,427,283,144,124,32,6,0,10,0,1,0,90,2,92,0,1,15,0,14,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1
03116,1642,1389,253,229,87,9,27,9,2,3,5,137,5,142,0,1,2,0,1,0,0,21,2,0,0,13,2,0,1,1,0,0,0,1,1,0,1,0
03117,702,469,233,215,106,55,2,5,5,0,0,88,0,109,0,2,1,0,1,0,0,17,7,0,0,3,2,0,2,0,0,0,0,1,0,0,0,0
03118,8447,3013,5434,4950,1572,599,20,131,49,12,8,3122,56,3378,44,55,273,60,211,0,1,90,11,1,1,14,6,0,12,0,6,1,2,15,120,56,2,1
03119,24363,21443,2920,1428,1050,61,48,233,262,49,27,132,160,378,106,71,421,202,183,2,7,855,158,13,58,210,24,15,36,50,17,9,48,156,212,131,11,4
03120,6553,3005,3548,3157,790,173,81,32,26,29,6,2136,44,2367,71,57,180,30,136,2,7,113,14,1,7,20,2,6,22,1,0,2,1,18,98,33,26,0
03121,34148,27817,6331,4188,2189,118,96,338,438,117,54,1257,259,1999,355,160,545,195,197,1,126,1184,202,10,71,410,65,33,21,46,28,15,60,134,406,216,33,8
03122,58912,54844,4068,1465,984,63,74,119,263,23,49,78,224,481,114,100,804,317,391,9,19,1327,161,19,62,382,73,37,99,64,52,16,66,191,470,296,44,2
03123,9935,9303,632,457,142,12,9,19,25,1,9,290,18,315,4,16,8,1,5,1,0,135,10,11,2,76,4,0,10,6,1,0,1,10,31,17,11,1
03124,578,521,57,51,28,12,0,2,2,0,0,18,0,23,1,0,1,0,1,0,0,4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
03125,605,416,189,137,89,26,5,5,3,4,0,45,6,48,1,0,38,0,38,0,0,14,1,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0
03127,642,406,236,220,139,35,0,31,1,1,0,78,7,81,0,0,0,0,0,0,0,16,1,1,0,3,0,0,2,0,0,4,0,0,0,0,0,0
03128,11466,5346,6120,4768,2179,586,266,164,67,30,3,2277,225,2589,109,30,389,26,346,2,8,766,50,43,24,447,14,3,27,3,3,4,17,46,193,96,36,4
03129,1691,1466,225,190,109,35,0,3,5,0,1,75,20,81,4,1,16,3,12,0,1,14,2,0,2,1,3,1,2,1,0,0,0,0,5,4,0,0
03130,37,25,12,11,3,1,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03131,327,198,129,126,32,14,0,0,0,2,0,93,1,94,0,1,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03132,681,575,106,87,64,17,0,1,5,0,0,19,17,23,0,0,0,0,0,0,0,18,2,1,0,5,0,0,0,4,0,0,0,0,1,0,0,0
03133,82842,49255,33587,23065,9924,871,1391,435,908,472,213,4743,1410,13141,3764,2967,3360,663,2079,140,334,5077,461,17,551,2048,292,246,348,94,113,82,253,354,2071,879,198,14
03134,163,148,15,15,4,0,0,1,1,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03135,204,189,15,15,13,2,0,9,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03136,557,453,104,92,51,12,1,8,3,0,0,39,16,41,1,1,3,0,1,0,0,9,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
03137,843,720,123,109,61,17,1,4,1,0,0,46,10,48,0,2,0,0,0,0,0,12,1,0,0,3,4,0,0,0,0,0,0,1,1,0,0,1
03138,4841,3878,963,573,458,122,25,36,22,9,4,53,175,115,18,23,186,7,169,0,8,123,28,5,5,45,1,4,12,2,2,1,2,14,81,60,11,0
03139,34684,27909,6775,4193,2483,93,260,205,303,88,42,593,876,1710,558,319,1200,274,884,21,2,1076,137,11,89,351,67,14,111,12,16,22,33,170,303,89,88,3
03140,34025,31517,2508,701,505,15,229,14,13,10,9,137,169,196,10,18,979,105,812,4,13,641,17,4,20,281,17,2,130,12,13,9,5,83,185,70,75,2
03901,2721,1401,1320,1222,748,417,10,82,28,17,4,299,28,474,40,4,18,5,12,0,1,59,14,3,6,14,7,0,2,0,0,1,4,2,20,7,1,1
03902,22597,13754,8843,5801,2178,345,55,72,69,52,18,2923,892,3623,157,165,2093,8,2066,2,7,684,22,24,21,88,26,4,361,10,18,16,24,43,263,110,11,2
03903,5123,3245,1878,1539,449,40,61,45,18,21,10,930,68,1090,43,58,92,4,77,1,6,159,12,3,13,70,4,1,12,3,1,2,10,24,87,20,9,1
03904,2146,1837,309,155,108,0,16,6,4,3,2,41,62,47,1,1,107,3,99,0,0,43,1,0,7,16,2,1,8,0,1,2,2,2,2,0,0,2
