codine,Total Población,Españoles,Total Extranjeros,Total Europa,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
03022,157,150,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
03023,1710,1612,98,68,66,0,48,0,1,0,1,5,11,2,0,1,14,6,0,1,6,15,1,6,0,0,0,0,7,0,0,0,1,0,1,0,1,0
03024,5372,4698,674,404,366,2,107,14,8,16,6,87,99,38,2,33,218,4,209,0,1,41,3,3,2,15,2,1,6,2,1,0,0,2,11,4,6,0
03025,1923,1634,289,247,227,61,2,7,4,19,0,87,16,20,6,13,19,0,19,0,0,20,10,0,0,7,0,0,2,0,0,0,0,0,3,0,0,0
03026,1919,1525,394,317,297,88,8,15,6,4,1,115,15,20,4,4,26,1,24,0,1,49,4,3,4,21,1,1,6,0,0,0,4,1,2,0,0,0
03027,183,159,24,23,23,3,0,2,1,0,0,6,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03028,1137,1082,55,36,36,0,13,0,0,0,0,7,10,0,0,0,11,0,9,0,1,8,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0
03030,1080,644,436,405,388,78,0,6,8,0,0,231,10,17,0,0,18,1,17,0,0,13,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0
03031,66831,49195,17636,9799,8173,209,767,317,544,120,106,2222,2486,1626,744,558,2065,905,964,110,25,2507,286,79,123,520,285,96,505,57,70,111,114,135,3253,997,1548,12
03032,111,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
03033,148,132,16,16,15,2,0,2,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03029,433,266,167,161,158,3,0,1,0,0,0,137,6,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
03034,3290,1734,1556,1454,1326,95,9,13,3,7,0,795,5,128,27,6,36,8,27,0,0,20,0,4,1,2,0,0,6,1,0,2,0,0,44,21,1,2
03035,755,720,35,33,30,3,0,0,0,0,1,18,6,3,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
03036,102,100,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03037,495,411,84,80,65,2,0,8,1,0,0,28,2,15,12,1,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
03038,418,390,28,25,24,0,0,1,0,2,0,18,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
03039,99,85,14,14,14,1,1,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03040,391,303,88,84,81,11,0,5,0,0,0,51,1,3,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
03041,10879,7311,3568,3005,2696,651,29,94,58,23,9,915,292,309,89,70,254,26,222,1,1,253,15,30,11,97,11,9,20,0,6,8,6,7,48,30,4,8
03042,4020,1684,2336,2112,1870,295,11,55,19,9,0,1117,62,242,125,22,61,7,52,0,1,98,5,4,4,17,2,0,12,0,1,2,5,6,64,58,0,1
03043,3650,3539,111,71,66,0,12,8,2,0,4,23,5,5,0,0,20,3,16,0,0,4,1,0,0,0,0,0,2,0,0,1,0,0,16,4,11,0
03044,6656,5660,996,504,392,10,100,7,17,18,11,154,34,112,42,58,365,122,238,1,4,99,0,15,8,35,4,0,27,0,0,4,5,1,28,17,1,0
03045,414,243,171,161,158,13,4,6,1,1,0,90,4,3,2,0,5,4,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
03046,2904,2015,889,854,806,92,0,55,20,5,0,432,13,48,9,3,2,0,1,0,1,29,4,0,0,2,5,0,0,0,0,0,3,3,2,0,0,2
03049,18625,15018,3607,477,256,4,54,22,3,4,8,60,66,221,24,145,2786,54,2722,4,1,303,5,42,6,30,7,0,175,17,1,3,12,0,41,17,21,0
03048,7223,5963,1260,654,611,22,46,21,4,6,3,86,366,43,16,12,152,75,75,0,0,440,42,163,3,7,4,10,196,3,4,0,4,1,14,7,2,0
03047,20804,11650,9154,7179,6095,843,179,292,194,114,35,1538,1347,1084,551,212,943,62,661,0,212,649,122,54,26,277,42,3,17,9,10,6,19,30,381,214,25,2
03050,27604,23118,4486,3422,3001,172,36,673,333,62,39,722,329,421,220,84,335,239,75,3,6,579,156,12,34,80,38,12,30,38,16,15,36,41,149,65,14,1
03051,436,411,25,22,22,1,15,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03052,1242,1192,50,35,22,0,12,1,0,1,0,2,6,13,0,13,8,0,8,0,0,6,3,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0
03053,9876,8869,1007,615,565,7,8,28,27,2,3,404,20,50,19,24,199,21,176,0,1,146,24,11,5,5,5,17,48,2,3,2,7,3,47,32,14,0
03054,436,370,66,54,53,0,0,2,0,0,0,41,1,1,1,0,10,6,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03075,205,162,43,41,39,2,0,2,3,0,0,16,4,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
03055,8620,6569,2051,1366,1300,53,12,58,25,8,3,850,41,66,9,14,519,21,495,0,0,121,11,6,8,18,3,5,38,4,0,1,5,20,44,32,1,1
03056,11461,10283,1178,305,275,3,24,14,10,4,6,115,68,30,6,12,765,4,740,2,7,81,14,3,4,10,5,2,13,0,4,3,2,1,27,14,10,0
03057,221,182,39,24,22,1,0,1,1,0,0,10,4,2,0,0,8,0,7,0,1,6,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1
03058,7192,6078,1114,219,146,3,28,15,2,3,0,29,52,73,0,71,709,5,700,0,0,177,0,4,7,8,1,0,132,2,1,2,10,1,7,7,0,2
03059,28836,25659,3177,701,652,46,2,44,21,9,7,343,54,49,12,2,2118,87,2008,4,0,255,22,17,17,103,5,0,39,18,0,10,1,3,102,84,9,1
03061,1684,1270,414,275,247,2,1,1,6,2,3,195,1,28,2,4,124,4,119,0,0,13,1,0,2,7,1,0,0,0,0,0,1,0,2,1,0,0
03062,713,247,466,447,439,10,0,4,1,4,3,321,1,8,0,0,1,1,0,0,0,14,1,0,0,3,2,0,3,0,0,4,0,0,3,1,0,1
03063,41568,32787,8781,6231,4760,988,443,383,319,76,51,890,891,1471,561,493,563,62,436,9,29,1550,193,56,73,409,86,44,275,29,24,25,119,104,427,152,55,10
03064,7302,6183,1119,454,431,23,6,13,2,1,1,273,26,23,4,6,585,23,559,0,1,76,4,1,8,9,4,23,16,0,0,2,1,1,4,3,1,0
03065,228675,207081,21594,7506,6438,204,328,348,538,112,129,562,3599,1068,360,254,7084,1338,4182,260,375,4617,429,155,204,1160,176,104,928,690,81,80,173,199,2376,2112,112,11
03066,52620,50410,2210,792,596,21,11,26,41,40,23,29,342,196,39,119,444,150,255,4,22,761,59,37,22,330,34,10,89,30,19,25,9,54,211,109,52,2
03067,101,98,3,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03068,57,47,10,10,10,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03069,6292,3934,2358,1935,1473,67,64,75,86,18,33,528,193,462,311,74,147,56,87,1,1,224,42,6,25,20,29,8,14,3,1,13,9,33,52,27,5,0
03077,2436,1579,857,835,827,60,6,16,10,0,0,459,9,8,1,0,2,0,2,0,0,15,1,0,1,4,0,3,3,0,0,0,0,3,4,3,0,1
03070,4064,2575,1489,1092,1026,16,63,33,7,24,2,677,43,66,29,12,304,32,269,0,1,67,3,0,2,8,1,2,42,1,0,2,2,0,25,14,4,1
03072,448,409,39,37,37,2,0,1,0,0,0,26,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03071,5804,4780,1024,562,500,26,5,18,20,4,1,312,31,62,37,13,279,2,275,0,0,167,86,0,2,41,0,1,18,0,0,0,15,2,15,9,3,1
03073,273,259,14,13,13,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03074,2469,2086,383,84,67,0,13,4,2,2,3,4,25,17,1,13,247,5,242,0,0,49,1,6,2,7,3,3,22,3,0,1,1,0,3,3,0,0
03076,14716,10444,4272,3503,2388,154,343,56,99,25,23,990,203,1115,564,352,343,21,297,0,21,255,58,4,32,31,28,19,14,13,5,6,17,7,170,116,9,1
03078,1102,568,534,525,516,22,1,8,8,1,0,381,2,9,3,1,2,0,1,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0
03079,23423,22198,1225,676,653,9,24,11,29,5,5,19,537,23,11,8,72,30,34,0,1,354,33,25,9,27,11,6,161,23,2,4,10,10,123,41,77,0
03080,1953,1596,357,289,271,9,1,7,3,34,0,168,7,18,5,13,54,6,48,0,0,14,1,5,1,3,0,0,3,1,0,0,0,0,0,0,0,0
03082,27060,15707,11353,8883,8078,982,115,377,227,90,31,4613,218,805,263,135,824,21,776,0,3,1173,106,20,28,415,21,13,145,9,10,3,97,209,452,109,189,21
03083,6895,6516,379,180,163,23,2,10,16,0,0,44,27,17,2,8,121,12,105,0,0,68,5,13,1,7,3,4,23,0,5,0,3,1,8,6,2,2
03085,951,321,630,620,609,73,1,9,1,0,0,404,9,11,4,0,7,0,7,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03084,606,575,31,30,30,0,0,5,0,0,0,19,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
03086,230,171,59,59,57,0,0,1,0,0,0,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03088,7592,6907,685,273,255,6,3,15,22,5,1,83,91,18,8,4,213,144,62,0,7,176,3,47,7,10,1,0,79,7,0,2,7,6,23,14,4,0
03089,12177,11461,716,398,368,27,7,15,11,63,1,175,23,30,3,10,44,24,14,0,0,241,5,57,2,30,9,1,115,2,5,1,0,6,33,11,16,0
03903,4862,3130,1732,1561,1408,48,105,21,15,21,5,985,56,153,36,70,54,9,40,1,3,64,10,2,4,20,4,0,6,1,1,1,3,9,52,18,0,1
03091,477,291,186,179,175,5,14,4,0,0,0,129,0,4,0,0,0,0,0,0,0,7,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03092,9319,8334,985,274,266,2,81,16,2,2,8,95,23,8,3,3,619,7,588,0,11,63,6,3,4,6,7,2,10,2,6,0,2,6,27,7,13,2
03090,24778,22158,2620,1752,1519,106,40,270,176,26,29,368,129,233,58,115,398,230,153,1,3,378,71,18,26,83,15,5,27,49,13,7,11,30,84,47,3,8
03093,25868,24036,1832,847,758,8,44,13,23,41,22,49,528,89,36,44,393,302,87,0,2,486,10,57,8,41,19,7,297,12,11,2,5,11,105,56,17,1
03094,18548,11921,6627,5615,4747,719,107,197,148,42,29,1458,274,868,223,63,353,190,99,2,57,465,94,15,23,70,31,11,110,10,6,12,18,21,192,78,71,2
03095,6739,5729,1010,522,417,60,32,16,25,4,4,74,133,105,35,49,250,17,218,0,13,191,10,16,20,53,6,10,25,7,0,8,12,12,47,31,2,0
03096,7493,7014,479,274,261,2,23,10,30,0,0,61,110,13,4,3,88,1,87,0,0,103,27,9,4,9,1,0,14,3,0,0,31,4,14,1,11,0
03097,2035,1216,819,768,745,93,13,19,5,3,1,526,9,23,3,0,29,0,22,1,0,11,1,0,0,0,0,0,2,0,1,0,0,0,10,5,1,1
03099,76097,52400,23697,18559,15644,893,1136,182,216,291,87,9237,973,2915,1318,669,2665,828,1546,30,21,1578,99,382,79,279,32,29,439,28,17,32,32,41,886,446,95,9
03098,760,578,182,156,153,7,0,12,1,1,1,84,8,3,0,1,11,0,11,0,0,14,0,0,1,11,0,0,1,0,0,0,0,1,1,0,0,0
03100,965,578,387,377,366,16,4,28,0,2,0,240,6,11,7,0,4,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
03101,7435,5837,1598,1231,1141,220,6,50,40,6,6,482,57,90,19,12,184,36,145,0,1,158,38,8,12,23,6,13,18,1,4,6,11,7,24,13,7,1
03102,9923,8597,1326,1043,893,127,73,47,21,16,2,378,109,150,18,56,169,4,162,0,1,73,5,6,3,14,2,9,22,0,0,0,1,1,41,20,9,0
03103,308,294,14,8,8,0,0,0,0,0,0,3,4,0,0,0,2,0,0,0,1,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03104,34533,33693,840,308,213,9,15,14,38,9,10,25,68,95,7,27,61,21,29,0,9,333,27,16,14,159,17,2,15,19,4,3,6,38,136,91,27,2
03902,21202,13177,8025,5283,4601,428,42,51,48,37,18,2613,835,682,126,163,1993,7,1972,0,5,563,20,26,15,42,9,3,366,7,9,9,25,15,185,110,7,1
03105,7718,6651,1067,766,689,9,31,7,16,9,1,497,44,77,10,67,124,12,109,1,0,148,8,22,4,16,5,0,50,2,0,9,9,1,29,13,12,0
03106,733,645,88,87,85,5,1,3,0,0,2,46,13,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03901,2926,1336,1590,1516,1310,569,8,102,23,17,7,355,30,206,30,0,17,3,13,0,0,39,3,5,3,8,3,1,5,0,0,0,7,1,18,10,1,0
03107,4725,3286,1439,1175,921,61,31,61,23,9,7,361,101,254,67,30,141,28,92,0,19,111,17,9,7,6,11,5,36,2,1,3,3,4,12,1,4,0
03060,109,106,3,3,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03109,4322,3689,633,151,127,2,9,4,5,6,18,30,37,24,1,15,394,11,383,0,0,81,5,2,0,17,6,1,46,0,0,1,0,1,6,6,0,1
03110,631,358,273,265,229,41,0,10,1,3,0,142,3,36,8,7,0,0,0,0,0,7,0,0,3,2,0,0,1,0,1,0,0,0,1,0,0,0
03111,7811,6900,911,149,129,0,20,7,9,20,1,17,36,20,4,13,580,114,466,0,0,149,8,66,2,34,6,0,15,4,3,4,1,0,30,15,15,3
03112,1118,711,407,401,395,9,2,4,3,0,1,258,33,6,6,0,1,0,1,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0
03113,16231,5224,11007,10097,8502,765,78,126,57,38,8,5564,45,1595,409,80,454,29,414,2,4,170,14,6,11,19,4,6,74,1,2,3,7,3,282,137,11,4
03114,2377,1880,497,437,430,11,2,12,4,17,0,263,6,7,1,4,11,7,2,0,0,46,0,3,0,5,1,0,30,2,0,1,1,0,3,0,2,0
03115,393,279,114,108,108,11,0,10,0,0,0,74,1,0,0,0,4,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
03116,1562,1372,190,165,159,9,26,5,0,3,1,96,3,6,0,0,1,0,1,0,0,20,3,0,0,10,1,0,2,0,1,0,0,1,0,0,0,4
03118,7646,2894,4752,4250,4038,485,19,103,42,9,7,2803,53,212,51,48,325,83,236,1,2,69,12,0,3,4,6,0,16,3,5,3,2,7,108,52,3,0
03904,1920,1706,214,155,149,1,18,13,6,3,4,38,49,6,1,0,34,3,27,0,0,24,2,0,7,5,1,0,7,0,1,0,0,0,1,0,0,0
03120,5797,2933,2864,2599,2358,230,61,23,13,6,1,1661,36,241,70,68,169,39,108,4,10,54,6,2,3,2,0,7,19,1,0,0,1,6,42,29,6,0
03122,57175,53960,3215,1286,950,60,76,111,234,32,32,67,206,336,101,80,597,204,299,10,10,906,141,22,54,158,31,36,125,57,48,10,41,97,425,264,60,1
03117,634,430,204,192,172,55,1,3,6,0,0,78,3,20,0,0,0,0,0,0,0,12,4,2,0,1,1,0,2,0,0,1,0,0,0,0,0,0
03119,23149,20991,2158,1197,970,64,53,199,208,39,10,87,127,227,70,81,239,111,108,2,6,559,124,19,37,88,21,10,56,56,7,8,38,54,162,116,5,1
03121,31137,26489,4648,3159,2516,96,82,279,243,63,37,897,218,643,280,123,416,127,160,2,106,706,143,8,30,182,48,24,17,41,16,10,52,78,361,195,28,6
03123,9737,9227,510,384,351,11,13,15,11,2,5,251,16,33,5,23,6,1,3,1,0,97,16,12,3,31,2,0,12,5,2,0,2,4,23,16,2,0
03124,579,511,68,61,56,14,0,1,3,0,0,27,0,5,2,0,4,1,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
03125,578,411,167,119,119,29,3,5,2,0,0,45,3,0,0,0,38,0,38,0,0,10,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0
03127,640,403,237,229,224,37,0,24,0,2,0,79,8,5,1,0,1,0,0,0,0,7,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
03128,10097,5149,4948,4062,3770,594,307,140,58,37,2,1692,217,292,98,32,315,31,273,2,5,401,49,63,20,150,9,2,30,2,1,12,16,13,165,78,26,5
03129,1603,1399,204,192,189,32,0,6,5,0,0,89,18,3,1,0,2,2,0,0,0,10,3,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0
03130,50,44,6,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03131,333,205,128,125,121,15,0,0,0,0,0,90,1,4,0,1,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03132,682,583,99,94,88,21,0,3,1,0,0,20,15,6,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0
03133,83252,50634,32618,22888,14042,979,1506,402,682,409,222,4431,1614,8846,4684,2634,4243,826,2777,143,366,3364,387,25,394,902,208,280,388,94,56,71,245,131,2113,938,203,10
03134,168,156,12,12,10,0,0,3,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03136,594,485,109,89,88,7,1,9,1,0,0,42,21,1,0,1,4,1,1,0,0,14,1,2,0,1,0,3,2,0,0,0,0,1,2,0,0,0
03137,825,724,101,83,80,9,0,6,0,0,0,44,10,3,0,1,3,0,1,2,0,15,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0
03135,232,213,19,16,16,2,0,7,1,0,0,5,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03138,4421,3715,706,487,440,87,17,26,10,4,4,64,148,47,16,15,124,9,107,1,6,47,3,6,3,6,2,0,18,0,1,1,4,0,48,34,1,0
03139,33607,27526,6081,4050,2933,133,280,202,182,61,48,467,939,1117,577,306,1114,232,838,16,7,674,100,19,53,180,39,21,110,8,7,24,21,58,242,99,72,1
03140,33968,31998,1970,632,569,17,219,8,10,8,11,100,172,63,9,20,724,24,662,1,4,443,20,4,14,126,10,1,178,21,6,8,3,29,171,65,57,0
03081,2636,1740,896,737,720,65,11,21,17,1,0,450,8,17,2,1,100,0,98,0,0,39,7,11,0,3,1,8,1,1,1,0,1,2,18,9,0,2
