codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03111,2979,569,2063,347,2827,523,1840,464,140,16,122,2,59,14,44,1,5806
03112,405,42,247,116,416,41,244,131,43,13,28,2,41,8,33,0,821
03113,4523,554,2709,1260,4503,538,2722,1243,2200,166,1186,848,2124,156,1286,682,9026
03114,1048,160,665,223,1021,119,629,273,58,4,47,7,59,4,44,11,2069
03115,207,20,135,52,209,19,124,66,38,2,30,6,28,0,23,5,416
03116,666,109,452,105,656,121,395,140,39,6,32,1,38,6,30,2,1322
03117,279,38,173,68,313,32,206,75,61,4,41,16,51,7,37,7,592
03118,2430,283,1473,674,2385,279,1493,613,1208,68,709,431,1187,86,747,354,4815
03119,8568,1656,5863,1049,8910,1579,5907,1424,520,112,352,56,541,108,376,57,17478
03120,2408,354,1568,486,2270,304,1488,478,976,87,613,276,890,87,593,210,4678
03121,10486,1838,7281,1367,10479,1776,7046,1657,917,108,665,144,938,106,701,131,20965
03122,20202,3856,14324,2022,20397,3643,14161,2593,548,98,413,37,502,97,363,42,40599
03123,4360,839,2973,548,4304,733,2874,697,60,9,50,1,63,4,57,2,8664
03124,294,33,180,81,292,26,156,110,18,3,12,3,19,3,13,3,586
03125,283,32,182,69,254,33,148,73,75,6,47,22,61,6,38,17,537
03127,366,37,212,117,359,39,182,138,86,14,55,17,79,13,51,15,725
03128,5473,608,3302,1563,5385,582,3350,1453,3172,201,1717,1254,3075,196,1814,1065,10858
03129,657,106,431,120,610,91,382,137,31,1,21,9,26,3,22,1,1267
03131,150,11,94,45,162,16,98,48,50,1,23,26,49,1,29,19,312
03132,358,38,226,94,337,43,189,105,9,1,6,2,8,2,4,2,695
03133,35186,4660,22825,7701,34577,4407,22572,7598,14921,1224,9601,4096,14074,1103,9378,3593,69763
03134,86,0,51,35,84,1,42,41,6,0,3,3,4,0,4,0,170
03135,166,15,99,52,172,15,89,68,12,0,12,0,9,0,9,0,338
03136,301,21,194,86,277,13,150,114,18,3,14,1,24,2,16,6,578
03137,416,34,261,121,469,53,254,162,18,0,12,6,18,1,13,4,885
03138,1933,298,1350,285,1964,262,1308,394,177,18,149,10,126,18,94,14,3897
03139,12495,2213,8615,1667,12578,2007,8348,2223,976,107,717,152,813,113,573,127,25073
03140,16296,3064,10995,2237,16596,2795,10756,3045,554,93,453,8,475,77,388,10,32892
03901,987,96,623,268,1057,136,640,281,515,41,279,195,554,40,343,171,2044
03902,7139,1234,4998,907,6107,1195,4003,909,2069,192,1561,316,1189,134,823,232,13246
03903,1423,265,953,205,1384,279,862,243,142,14,114,14,101,12,78,11,2807
03904,691,139,475,77,639,137,413,89,27,3,24,0,10,2,8,0,1330
