codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros varones,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03029,212,17,108,87,207,16,97,94,75,4,30,41,77,7,33,37,419
03034,1549,207,893,449,1614,207,945,462,712,51,338,323,707,39,377,291,3163
03035,391,33,237,121,378,31,218,129,19,0,11,8,22,1,17,4,769
03036,46,3,36,7,54,8,37,9,0,0,0,0,2,0,2,0,100
03037,240,31,154,55,254,28,169,57,44,2,28,14,38,2,24,12,494
03038,217,21,136,60,210,15,115,80,13,0,6,7,18,0,8,10,427
03039,55,3,35,17,44,0,30,14,8,1,4,3,7,0,6,1,99
03040,179,20,108,51,205,26,102,77,36,1,11,24,51,2,20,29,384
03041,5424,732,3386,1306,5576,751,3370,1455,1863,154,1037,672,1870,149,1085,636,11000
03042,2051,220,1112,719,2053,236,1096,721,1232,115,553,564,1227,110,602,515,4104
03043,1794,280,1175,339,1853,313,1154,386,57,10,40,7,51,9,37,5,3647
03044,3411,635,2306,470,3313,587,2156,570,587,96,395,96,508,85,352,71,6724
03045,212,17,124,71,200,25,117,58,90,6,51,33,80,6,53,21,412
03046,1517,220,932,365,1458,219,885,354,491,32,224,235,473,28,231,214,2975
03049,9336,1909,6176,1251,9161,1784,5731,1646,1879,553,1287,39,1606,511,1060,35,18497
03048,3610,607,2429,574,3536,549,2251,736,704,90,573,41,574,98,444,32,7146
03047,9889,1591,6464,1834,9702,1441,6314,1947,4102,505,2601,996,4048,465,2638,945,19591
03050,13340,2278,8637,2425,14044,2106,9031,2907,2110,279,1290,541,2377,264,1543,570,27384
03051,230,37,156,37,210,23,138,49,12,4,7,1,15,1,14,0,440
03052,623,124,383,116,622,92,398,132,26,7,18,1,20,2,16,2,1245
03053,4968,770,3363,835,4891,737,3132,1022,564,51,338,175,565,66,334,165,9859
03054,225,26,122,77,224,20,109,95,40,6,19,15,30,3,16,11,449
03075,113,7,82,24,107,7,75,25,28,0,25,3,26,2,18,6,220
03055,4315,844,2755,716,4236,740,2659,837,994,152,583,259,990,140,600,250,8551
03056,5782,885,3917,980,5650,801,3622,1227,642,135,468,39,510,124,347,39,11432
03057,119,6,74,39,88,4,44,40,14,3,8,3,15,0,8,7,207
03058,3687,705,2475,507,3506,622,2305,579,578,138,425,15,529,143,373,13,7193
03059,14525,2701,9707,2117,14166,2622,9095,2449,1676,409,1115,152,1506,424,958,124,28691
03061,888,119,553,216,862,129,491,242,233,28,98,107,239,33,112,94,1750
03062,348,27,193,128,324,25,175,124,225,11,111,103,203,10,104,89,672
03063,20237,3389,13603,3245,21228,3134,14080,4014,4349,545,2937,867,4569,484,3183,902,41465
03064,3631,669,2388,574,3633,682,2235,716,553,137,330,86,552,149,337,66,7264
03065,112824,20263,76978,15583,114835,19329,75302,20204,11328,2135,8813,380,10310,1949,7924,437,227659
03066,25736,4050,17321,4365,27009,3787,17203,6019,1149,153,962,34,1112,144,922,46,52745
03067,56,2,36,18,51,2,30,19,2,0,2,0,1,0,1,0,107
03068,29,1,17,11,29,0,14,15,2,0,2,0,9,0,5,4,58
03069,3126,479,2160,487,2964,515,1983,466,1144,147,764,233,1152,164,781,207,6090
03077,1252,136,717,399,1241,125,738,378,449,23,200,226,431,12,236,183,2493
03070,2024,339,1318,367,1971,294,1262,415,744,100,450,194,699,93,433,173,3995
03072,234,33,145,56,218,24,137,57,25,0,15,10,20,1,12,7,452
03071,2937,459,1930,548,2888,447,1795,646,520,71,327,122,518,90,322,106,5825
03073,149,7,103,39,118,11,71,36,7,1,4,2,3,0,2,1,267
03074,1286,218,882,186,1175,208,758,209,200,47,152,1,185,47,135,3,2461
03076,7577,1168,4638,1771,7809,1138,4668,2003,2449,291,1375,783,2577,289,1519,769,15386
03078,605,55,312,238,560,47,303,210,294,9,118,167,298,9,143,146,1165
03079,11718,1942,7914,1862,11647,1773,7574,2300,654,99,536,19,571,85,465,21,23365
03080,980,168,630,182,959,148,584,227,165,23,98,44,182,24,97,61,1939
03082,13506,1981,8369,3156,13719,1939,8318,3462,5788,624,3125,2039,5892,591,3288,2013,27225
03083,3431,538,2288,605,3626,463,2235,928,217,38,147,32,201,30,148,23,7057
03085,546,44,282,220,564,41,310,213,384,18,175,191,409,19,214,176,1110
03084,310,28,188,94,317,23,180,114,14,1,6,7,21,1,14,6,627
03086,116,8,76,32,105,4,74,27,29,0,20,9,26,1,21,4,221
03088,3924,635,2806,483,3576,634,2388,554,460,45,386,29,289,40,226,23,7500
03089,6122,967,4053,1102,6150,873,3852,1425,410,49,307,54,388,47,303,38,12272
03903,2496,390,1560,546,2416,361,1509,546,920,97,491,332,896,100,512,284,4912
03091,225,20,113,92,261,17,131,113,98,4,46,48,105,5,50,50,486
03092,4615,853,3088,674,4692,844,2986,862,498,106,353,39,459,115,306,38,9307
03090,12203,2396,8308,1499,12284,2216,8281,1787,1306,184,861,261,1348,169,931,248,24487
03093,12933,2177,8798,1958,13121,2112,8489,2520,1100,173,902,25,890,159,701,30,26054
03094,10110,1690,6493,1927,9857,1521,6322,2014,4069,394,2310,1365,4172,373,2392,1407,19967
03095,3322,593,2252,477,3325,551,2172,602,493,90,367,36,507,85,382,40,6647
03096,3742,622,2539,581,3752,566,2427,759,246,22,204,20,229,18,192,19,7494
03097,1030,140,530,360,1055,104,555,396,432,27,167,238,439,15,192,232,2085
03099,40105,6120,24885,9100,40254,5886,24509,9859,14201,1472,7883,4846,13776,1473,7867,4436,80359
03098,396,47,270,79,382,39,252,91,103,7,60,36,94,4,62,28,778
03100,486,36,270,180,499,47,262,190,210,10,91,109,204,9,100,95,985
03101,3692,576,2335,781,3739,554,2286,899,817,89,434,294,805,91,470,244,7431
03102,5095,756,3166,1173,5063,655,3011,1397,800,77,402,321,741,62,406,273,10158
03103,173,12,113,48,155,19,85,51,15,0,14,1,7,0,6,1,328
03104,17191,3142,11835,2214,17342,2958,11594,2790,404,46,341,17,441,44,376,21,34533
03902,11001,1838,6944,2219,10347,1785,6259,2303,4458,560,2565,1333,3837,511,2116,1210,21348
03105,3826,657,2523,646,3801,607,2447,747,506,80,311,115,523,68,353,102,7627
03106,383,35,240,108,342,30,191,121,36,3,20,13,37,1,24,12,725
03901,1562,137,783,642,1684,135,870,679,912,38,343,531,983,40,396,547,3246
03107,2347,419,1581,347,2202,389,1458,355,719,102,460,157,650,85,447,118,4549
03060,62,5,37,20,51,2,25,24,1,0,1,0,2,0,1,1,113
03109,2111,462,1409,240,2107,432,1354,321,289,88,190,11,312,99,203,10,4218
03110,317,37,168,112,313,36,157,120,135,6,49,80,136,3,52,81,630
03111,4025,782,2781,462,3740,723,2426,591,553,135,411,7,398,105,284,9,7765
03112,623,47,398,178,635,89,360,186,263,13,165,85,282,38,175,69,1258
03113,8932,995,4340,3597,8690,835,4420,3435,6282,528,2639,3115,6145,443,2876,2826,17622
03114,1240,182,764,294,1171,148,697,326,252,13,134,105,264,16,150,98,2411
03115,212,14,113,85,202,12,100,90,73,3,26,44,68,3,27,38,414
03116,797,109,537,151,772,109,497,166,99,11,61,27,81,5,51,25,1569
03118,3772,418,1856,1498,3612,374,1863,1375,2274,203,897,1174,2222,170,1023,1029,7384
03904,974,158,692,124,941,144,658,139,99,9,71,19,119,16,87,16,1915
03120,3097,409,1741,947,3096,388,1777,931,1596,160,726,710,1657,167,861,629,6193
03122,28075,5502,19188,3385,28640,5116,19336,4188,1561,214,1264,83,1679,221,1348,110,56715
03117,327,40,175,112,322,30,179,113,108,3,41,64,111,5,60,46,649
03119,11073,2024,7441,1608,11824,1971,7703,2150,1029,165,764,100,1196,166,908,122,22897
03121,15707,2628,10486,2593,15602,2506,10110,2986,2569,279,1567,723,2520,290,1607,623,31309
03123,4903,808,3338,757,4797,785,3130,882,270,29,180,61,266,19,195,52,9700
03124,311,26,205,80,273,28,143,102,37,4,17,16,31,1,16,14,584
03125,295,34,185,76,282,49,151,82,78,9,44,25,80,7,44,29,577
03127,329,31,195,103,307,35,155,117,122,10,77,35,104,5,64,35,636
03128,5301,735,3010,1556,5353,661,3104,1588,2768,249,1364,1155,2789,218,1504,1067,10654
03129,862,106,555,201,772,97,488,187,110,5,46,59,113,2,62,49,1634
03130,29,0,14,15,24,0,6,18,4,0,2,2,3,0,1,2,53
03131,160,15,79,66,163,21,87,55,60,2,19,39,62,7,26,29,323
03132,380,30,251,99,347,23,214,110,70,6,42,22,67,2,48,17,727
03133,42302,6546,27459,8297,41911,5990,26454,9467,17348,2239,12115,2994,16317,2049,11212,3056,84213
03134,93,6,54,33,78,9,40,29,6,0,0,6,4,0,1,3,171
03136,314,22,206,86,268,24,146,98,61,9,41,11,46,2,32,12,582
03137,404,47,228,129,397,24,220,153,35,5,19,11,52,8,32,12,801
03135,127,7,83,37,116,6,61,49,10,0,6,4,8,0,7,1,243
03138,2250,329,1494,427,2265,313,1413,539,377,38,257,82,382,47,262,73,4515
03139,16774,2746,11571,2457,16806,2561,11138,3107,3231,482,2373,376,3110,430,2322,358,
03140,17047,3003,11579,2465,17116,2750,11072,3294,1085,209,828,48,968,196,714,58,
03141,1312,174,792,346,1336,172,784,380,452,34,256,162,467,39,277,151,
