codine,Total varones,Total varones menores de 16 años,Total varones de 16 a 64 años,Total varones de 65 y más años,Total mujeres,Total mujeres menores de 16 años,Total mujeres de 16 a 64 años,Total mujeres de 65 y más años,Total extranjeros varones,Total extranjeros varones menores de 16 años,Total extranjeros varones  de 16 a 64 años,Total extranjeros varones de 65 y más años,Total extranjeros mujeres,Total extranjeros mujeres menores de 16 años,Total extranjeros mujeres de 16 a 64 años,Total extranjeros mujeres de 65 y más años,Total población
03095,3347,565,2326,456,3310,525,2207,578,637,102,485,50,593,110,431,52,6657
03096,3869,620,2701,548,3828,557,2555,716,378,43,313,22,308,35,256,17,7697
03097,1289,146,657,486,1315,116,715,484,727,50,316,361,715,39,361,315,2604
03098,474,50,318,106,447,46,289,112,178,13,99,66,159,8,107,44,921
03099,45289,6734,28380,10175,44798,6458,27899,10441,19608,1922,11516,6170,18675,1935,11463,5277,90087
03100,555,65,321,169,576,67,328,181,253,22,137,94,250,15,154,81,1131
03101,3832,550,2500,782,3919,559,2420,940,1084,121,624,339,1069,127,656,286,7751
03102,5640,846,3462,1332,5389,705,3246,1438,1303,116,686,501,1037,93,613,331,11029
03103,173,14,108,51,145,13,85,47,15,1,12,2,9,0,8,1,318
03104,17311,3260,12065,1986,17386,3059,11748,2579,584,70,495,19,607,75,508,24,34697
03105,3990,710,2652,628,3918,649,2516,753,660,104,453,103,639,92,464,83,7908
03106,427,40,274,113,404,36,239,129,61,4,38,19,59,4,40,15,831
03107,2316,362,1598,356,2233,345,1503,385,883,112,588,183,838,93,587,158,4549
03109,2127,472,1418,237,2086,447,1320,319,376,126,236,14,345,124,212,9,4213
03110,373,41,207,125,376,44,212,120,203,10,95,98,190,8,103,79,749
03111,3923,704,2773,446,3631,649,2403,579,608,111,487,10,447,88,345,14,7554
03112,675,66,458,151,667,85,426,156,292,23,212,57,286,38,206,42,1342
03113,11263,1049,6162,4052,10743,927,6201,3615,8662,587,4475,3600,8221,518,4701,3002,22006
03114,1309,188,820,301,1200,147,744,309,298,26,170,102,291,18,193,80,2509
03115,230,19,130,81,216,11,122,83,79,5,36,38,71,1,41,29,446
03116,816,104,562,150,787,106,530,151,108,9,68,31,106,7,79,20,1603
03117,348,37,210,101,352,31,204,117,130,3,72,55,132,9,76,47,700
03118,6330,527,3216,2587,6199,500,3393,2306,4894,333,2269,2292,4868,322,2571,1975,12529
03119,11023,2016,7576,1431,11717,2025,7779,1913,1391,218,1056,117,1518,231,1160,127,22740
03120,3826,497,2127,1202,3776,440,2234,1102,2352,233,1137,982,2366,213,1350,803,7602
03121,17292,2591,11631,3070,16673,2524,10893,3256,4464,350,2772,1342,4102,342,2652,1108,33965
03122,27414,5245,19216,2953,27686,4894,19124,3668,1980,284,1612,84,1974,273,1587,114,55100
03123,5059,815,3522,722,5010,818,3342,850,487,71,340,76,475,50,351,74,10069
03124,331,27,218,86,295,23,161,111,50,4,31,15,48,2,30,16,626
03125,330,37,214,79,312,45,179,88,129,14,80,35,116,9,72,35,642
03127,417,43,263,111,392,45,219,128,195,18,138,39,159,9,115,35,809
03128,7320,886,4017,2417,7258,824,4067,2367,4863,399,2416,2048,4758,380,2511,1867,14578
03129,913,112,586,215,848,103,551,194,182,9,86,87,172,7,99,66,1761
03130,24,1,13,10,21,0,8,13,4,0,4,0,6,0,4,2,45
03131,195,16,102,77,191,17,109,65,92,4,36,52,91,5,49,37,386
03132,423,45,285,93,374,31,227,116,102,18,65,19,75,7,57,11,797
03133,52271,6973,32353,12945,51449,6514,31427,13508,28233,2886,17465,7882,26636,2643,16403,7590,103720
03134,91,3,50,38,84,6,44,34,8,0,1,7,7,0,2,5,175
03135,146,11,94,41,140,13,78,49,18,0,10,8,17,0,14,3,286
03136,351,36,223,92,325,34,172,119,74,14,48,12,77,9,46,22,676
03137,466,36,270,160,493,44,264,185,86,9,53,24,81,11,56,14,959
03138,2525,384,1720,421,2467,332,1559,576,621,64,453,104,538,70,366,102,4992
03139,16686,2850,11628,2208,16607,2557,11163,2887,3382,515,2532,335,3235,478,2433,324,33293
03140,17433,3064,12028,2341,17461,2821,11470,3170,1396,266,1081,49,1237,242,942,53,34894
03901,1652,141,885,626,1752,164,972,616,1041,52,453,536,1068,53,517,498,3404
03902,12063,1878,7521,2664,11340,1758,6994,2588,5861,642,3371,1848,5218,569,3027,1622,
03903,2617,419,1714,484,2586,406,1698,482,1067,133,658,276,1079,140,710,229,
03904,989,176,701,112,932,157,652,123,92,11,70,11,101,16,77,8,
